dataset,task,wavelet_type,largest_scale,layers,moments,model,seed,pca_variance,epochs,batch_size,lr,weight_decay,device,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,n_pca
PEMS04,DAY,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,0.0001,cuda,0.8477834444880346,0.8498091947567933,0.8482068870553526,0.8476131180955276,0.8488602693486377,0.8498091947567933,53
PEMS04,DAY,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,0.0001,cuda,0.8340525696351511,0.8357871591995278,0.8342730255740506,0.8339807240452561,0.8344519879521028,0.8357871591995278,53
PEMS04,WEEK,W2,4,1 2 3,1,LR,42,0.99,100,512,0.001,0.0001,cuda,0.47979599843075715,0.47307593969142797,0.47258514139108043,0.4768911591462789,0.47479363083573944,0.47307593969142797,53
PEMS04,WEEK,W2,4,1 2 3,1,LR,43,0.99,100,512,0.001,0.0001,cuda,0.46606512357787366,0.4598108970543641,0.4602328116786179,0.4637159950065879,0.4636992678101131,0.4598108970543641,53
PEMS04,WEEK,W2,4,1 2 3,1,LR,44,0.99,100,512,0.001,0.0001,cuda,0.47430364848960377,0.4695126559998576,0.46829326980466246,0.4705301389142278,0.4730306488125466,0.4695126559998576,53
PEMS04,WEEK,W2,4,1 2 3,1,LR,45,0.99,100,512,0.001,0.0001,cuda,0.4680266771282856,0.4644854466877528,0.46319523521236394,0.465258497399166,0.46549849999162307,0.4644854466877528,53
PEMS04,WEEK,W2,4,1 2 3,1,LR,56,0.99,100,512,0.001,0.0001,cuda,0.4864652805021577,0.478532278127797,0.47758801894607666,0.48315033385453265,0.47988229657549936,0.478532278127797,53
PEMS04,WEEK,W2,4,1 2 3,1,SVC,42,0.99,100,512,0.001,0.0001,cuda,0.47155747351902705,0.46482812265331486,0.4643541627492264,0.4685483707515256,0.46711470541653466,0.46482812265331486,53
PEMS04,WEEK,W2,4,1 2 3,1,SVC,43,0.99,100,512,0.001,0.0001,cuda,0.4648881914476265,0.4580189781675413,0.45821592674919986,0.46245494840998896,0.46146500898925663,0.4580189781675413,53
PEMS04,WEEK,W2,4,1 2 3,1,SVC,44,0.99,100,512,0.001,0.0001,cuda,0.46998823067869755,0.4655526935994883,0.4641972621926237,0.4663748157522915,0.4685096806846736,0.4655526935994883,53
PEMS04,WEEK,W2,4,1 2 3,1,SVC,45,0.99,100,512,0.001,0.0001,cuda,0.4688112985484504,0.46548205628249584,0.46450377838904955,0.46655866270790775,0.46745952460436024,0.46548205628249584,53
PEMS04,WEEK,W2,4,1 2 3,1,SVC,56,0.99,100,512,0.001,0.0001,cuda,0.48332679482149865,0.47529534064745815,0.47496843781673165,0.4807329183029803,0.4772140933873115,0.47529534064745815,53
PEMS04,WEEK,W2,4,1 2 3,1,MLP,42,0.99,100,512,0.001,0.0001,cuda,0.947038054138878,0.9482191579690773,0.9474004193568386,0.9469861979219573,0.9467407126194636,0.9482191579690773,53
PEMS04,WEEK,W2,4,1 2 3,1,MLP,43,0.99,100,512,0.001,0.0001,cuda,0.9391918399372303,0.9404485777401478,0.9394342005185543,0.9391701532639547,0.9387690085194011,0.9404485777401478,53
PEMS04,WEEK,W2,4,1 2 3,1,MLP,44,0.99,100,512,0.001,0.0001,cuda,0.9411533934876423,0.939755770759911,0.9408785445570662,0.9411127430280404,0.9428271306388784,0.939755770759911,53
PEMS04,WEEK,W2,4,1 2 3,1,MLP,45,0.99,100,512,0.001,0.0001,cuda,0.9513534719497843,0.9513568180218525,0.9513189573952184,0.9513425516776304,0.951495880834793,0.9513568180218525,53
PEMS04,WEEK,W2,4,1 2 3,1,MLP,56,0.99,100,512,0.001,0.0001,cuda,0.9333071792859945,0.933202578988727,0.9331069821234323,0.9332730977286716,0.9333888817315449,0.933202578988727,53
PEMS04,WEEK,W2,4,1 2 3,1,XGB,42,0.99,100,512,0.001,0.0001,cuda,0.818752451941938,0.8148761858765448,0.8175088058034927,0.8184335849282177,0.8234487930557632,0.8148761858765448,53
PEMS04,WEEK,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,0.0001,cuda,0.8152216555511965,0.8136373650447467,0.8152923253996827,0.8152636062771066,0.8176681975674562,0.8136373650447467,53
PEMS04,WEEK,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,0.0001,cuda,0.8175755198116909,0.8160901186670332,0.8175009674112325,0.8176395605139031,0.8203285389467372,0.8160901186670332,53
PEMS04,WEEK,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,0.0001,cuda,0.8140447234209494,0.8129084421252389,0.8138971591152253,0.8141136631893274,0.8166628920645007,0.8129084421252389,53
PEMS04,WEEK,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,0.0001,cuda,0.8226755590427619,0.8205811346202259,0.8221100375405851,0.8227337527079066,0.8246609360026018,0.8205811346202259,53
