dataset,task,wavelet_type,largest_scale,layers,moments,model,seed,pca_variance,epochs,batch_size,lr,weight_decay,device,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,n_pca
PEMS08,HOUR,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,0.0001,cuda,0.8249346771183277,0.8264135776102485,0.8266381807972635,0.8255738075951272,0.828522266996783,0.8264135776102485,83
PEMS08,DAY,W2,4,1 2 3,1,LR,42,0.99,100,512,0.001,0.0001,cuda,0.6838372527062336,0.6859821908183034,0.6805588534865711,0.678565773038469,0.6779923529325984,0.6859821908183034,83
PEMS08,DAY,W2,4,1 2 3,1,LR,43,0.99,100,512,0.001,0.0001,cuda,0.6864501679731243,0.6869138333135315,0.6830866993397644,0.6824682545030062,0.6804525326121903,0.6869138333135315,83
PEMS08,DAY,W2,4,1 2 3,1,LR,44,0.99,100,512,0.001,0.0001,cuda,0.6759985069055617,0.6768221540902059,0.6715579521758753,0.6719005226537214,0.6687432186390794,0.6768221540902059,83
PEMS08,DAY,W2,4,1 2 3,1,LR,45,0.99,100,512,0.001,0.0001,cuda,0.6842105263157895,0.6830666369408454,0.6783968982239651,0.68054619702517,0.6760661505326924,0.6830666369408454,83
PEMS08,DAY,W2,4,1 2 3,1,LR,56,0.99,100,512,0.001,0.0001,cuda,0.6853303471444568,0.6838102878889819,0.6808692032500662,0.6826129992271739,0.6795105190875022,0.6838102878889819,83
PEMS08,DAY,W2,4,1 2 3,1,SVC,42,0.99,100,512,0.001,0.0001,cuda,0.6737588652482269,0.675453319499771,0.6718723036123426,0.6702959888222273,0.6706816891947283,0.675453319499771,83
PEMS08,DAY,W2,4,1 2 3,1,SVC,43,0.99,100,512,0.001,0.0001,cuda,0.6715192235908921,0.6718747981329715,0.6697961043821099,0.6692508007119351,0.6684524696249038,0.6718747981329715,83
PEMS08,DAY,W2,4,1 2 3,1,SVC,44,0.99,100,512,0.001,0.0001,cuda,0.6733855916386712,0.674188495522712,0.6704809858162571,0.6705195433868777,0.6681722385750805,0.674188495522712,83
PEMS08,DAY,W2,4,1 2 3,1,SVC,45,0.99,100,512,0.001,0.0001,cuda,0.6774916013437849,0.6762797339851667,0.6725781717661362,0.6748496286346741,0.6707873599998149,0.6762797339851667,83
PEMS08,DAY,W2,4,1 2 3,1,SVC,56,0.99,100,512,0.001,0.0001,cuda,0.6741321388577828,0.6723977883443705,0.6709406727187613,0.6729617710983168,0.670383783416324,0.6723977883443705,83
PEMS08,DAY,W2,4,1 2 3,1,MLP,42,0.99,100,512,0.001,0.0001,cuda,0.9671519223590892,0.9669174208780384,0.9672097453520964,0.9671101306534607,0.9677158412148915,0.9669174208780384,83
PEMS08,DAY,W2,4,1 2 3,1,MLP,43,0.99,100,512,0.001,0.0001,cuda,0.9738708473310936,0.9740372358031166,0.9739270502519559,0.973845557989879,0.9738360209104951,0.9740372358031166,83
PEMS08,DAY,W2,4,1 2 3,1,MLP,44,0.99,100,512,0.001,0.0001,cuda,0.9708846584546472,0.9710024800989653,0.9706174593814945,0.9708937031394017,0.9703350651950892,0.9710024800989653,83
PEMS08,DAY,W2,4,1 2 3,1,MLP,45,0.99,100,512,0.001,0.0001,cuda,0.9738708473310936,0.9735080741268413,0.9737796403063653,0.9738822838535571,0.9741226047016115,0.9735080741268413,83
PEMS08,DAY,W2,4,1 2 3,1,MLP,56,0.99,100,512,0.001,0.0001,cuda,0.9712579320642031,0.9707682664913141,0.9708823867257658,0.9712259716237411,0.9711087088902389,0.9707682664913141,83
PEMS08,DAY,W2,4,1 2 3,1,XGB,42,0.99,100,512,0.001,0.0001,cuda,0.9070548712206047,0.9066280844118552,0.9065318965210202,0.906775417322893,0.9068927487022977,0.9066280844118552,83
PEMS08,DAY,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,0.0001,cuda,0.9130272489734975,0.9131972898511943,0.913538740650899,0.9130658598309905,0.9143533268543742,0.9131972898511943,83
PEMS08,DAY,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,0.0001,cuda,0.9107876073161627,0.9105111746353461,0.9100564150145057,0.9105112962377866,0.9103159529276318,0.9105111746353461,83
PEMS08,DAY,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,0.0001,cuda,0.9257185516983949,0.9254748776669875,0.9258336772073089,0.9256381263547789,0.9264905103601988,0.9254748776669875,83
PEMS08,DAY,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,0.0001,cuda,0.9119074281448302,0.9109497289743206,0.9108710801910586,0.9116177057071178,0.9114709341041938,0.9109497289743206,83
PEMS08,WEEK,W2,4,1 2 3,1,LR,42,0.99,100,512,0.001,0.0001,cuda,0.662187383351997,0.6506378434730364,0.6542346345448455,0.6606602133808187,0.6601182426680015,0.6506378434730364,83
PEMS08,WEEK,W2,4,1 2 3,1,LR,43,0.99,100,512,0.001,0.0001,cuda,0.6648002986188877,0.6573203086193842,0.6591203320610064,0.6641118299829813,0.6618754943557936,0.6573203086193842,83
PEMS08,WEEK,W2,4,1 2 3,1,LR,44,0.99,100,512,0.001,0.0001,cuda,0.658454647256439,0.6505689945897867,0.652392439860616,0.6569343599076605,0.6559685295520195,0.6505689945897867,83
PEMS08,WEEK,W2,4,1 2 3,1,LR,45,0.99,100,512,0.001,0.0001,cuda,0.6674132138857782,0.6601746984921275,0.661264805494422,0.6671067519824336,0.6629132972523613,0.6601746984921275,83
PEMS08,WEEK,W2,4,1 2 3,1,LR,56,0.99,100,512,0.001,0.0001,cuda,0.6782381485628965,0.6718699575006659,0.6745764943734005,0.6772057235377832,0.6797981859940614,0.6718699575006659,83
PEMS08,WEEK,W2,4,1 2 3,1,SVC,42,0.99,100,512,0.001,0.0001,cuda,0.6524822695035462,0.6419035195197607,0.6444237449359007,0.6511931888463904,0.6490639473731763,0.6419035195197607,83
PEMS08,WEEK,W2,4,1 2 3,1,SVC,43,0.99,100,512,0.001,0.0001,cuda,0.658454647256439,0.6512520315218244,0.6531382494342826,0.6579356026838863,0.6560597142826075,0.6512520315218244,83
PEMS08,WEEK,W2,4,1 2 3,1,SVC,44,0.99,100,512,0.001,0.0001,cuda,0.6521089958939903,0.6446087560072706,0.6461954481647096,0.6511405041453883,0.6485990119780191,0.6446087560072706,83
PEMS08,WEEK,W2,4,1 2 3,1,SVC,45,0.99,100,512,0.001,0.0001,cuda,0.6677864874953341,0.6612849441382826,0.6624451323810256,0.6675672987990967,0.6646297028309711,0.6612849441382826,83
PEMS08,WEEK,W2,4,1 2 3,1,SVC,56,0.99,100,512,0.001,0.0001,cuda,0.6745054124673385,0.668971318057315,0.671143097149583,0.6736736552887956,0.675130348484689,0.668971318057315,83
PEMS08,WEEK,W2,4,1 2 3,1,MLP,42,0.99,100,512,0.001,0.0001,cuda,0.9761104889884286,0.9747497293853326,0.975568794274867,0.9760930321287822,0.9764686914088864,0.9747497293853326,83
PEMS08,WEEK,W2,4,1 2 3,1,MLP,43,0.99,100,512,0.001,0.0001,cuda,0.9772303098170959,0.9773190034765511,0.9772316441337565,0.9772352277552264,0.9771536303652599,0.9773190034765511,83
PEMS08,WEEK,W2,4,1 2 3,1,MLP,44,0.99,100,512,0.001,0.0001,cuda,0.9813363195222098,0.9805944019862237,0.9812695777967027,0.9813310221830641,0.9819882010748506,0.9805944019862237,83
PEMS08,WEEK,W2,4,1 2 3,1,MLP,45,0.99,100,512,0.001,0.0001,cuda,0.9776035834266518,0.9783276536562919,0.9773957765457624,0.9776021612974274,0.9765385121625798,0.9783276536562919,83
PEMS08,WEEK,W2,4,1 2 3,1,MLP,56,0.99,100,512,0.001,0.0001,cuda,0.9776035834266518,0.9767575757428222,0.9771251530037071,0.9775847553117575,0.9775373894271986,0.9767575757428222,83
PEMS08,WEEK,W2,4,1 2 3,1,XGB,42,0.99,100,512,0.001,0.0001,cuda,0.8951101157148189,0.8895839779690545,0.8948427554799623,0.8950970931796154,0.9020499323393567,0.8895839779690545,83
PEMS08,WEEK,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,0.0001,cuda,0.9036954087346024,0.9005874367694463,0.9028527406012478,0.9035986516420831,0.9057540612722237,0.9005874367694463,83
PEMS08,WEEK,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,0.0001,cuda,0.8984695782008212,0.8954361926665025,0.8982083373999412,0.8984116318833113,0.9018123270365448,0.8954361926665025,83
PEMS08,WEEK,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,0.0001,cuda,0.910414333706607,0.906812756636952,0.9092225281149692,0.9102773336117626,0.9121744216381887,0.906812756636952,83
PEMS08,WEEK,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,0.0001,cuda,0.9025755879059351,0.8999853999522623,0.9029804912685904,0.9026306625288619,0.9069969172156321,0.8999853999522623,83
