dataset,task,wavelet_type,largest_scale,layers,moments,model,seed,pca_variance,epochs,batch_size,lr,lr_values,weight_decay,cv_folds,no_grid_search,device,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,best_cv_accuracy,best_params,n_pca
PEMS08,HOUR,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.27435610302351626,0.27436984387198016,0.2363812429356664,0.23740059667073482,0.2431790521119235,0.27436984387198016,0.2717269552612506,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS08,HOUR,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.269130272489735,0.2774522588903619,0.23276851747968683,0.22955067717699104,0.24832881021088693,0.2774522588903619,0.2710021743427555,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS08,HOUR,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2642777155655095,0.2656957071318485,0.22792970693297207,0.2280596716830847,0.22888724484070458,0.2656957071318485,0.2738354088423272,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS08,HOUR,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2892870474057484,0.2874269509803571,0.24826963377190323,0.2525050187718001,0.24814463989095467,0.2874269509803571,0.2682348290175924,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS08,DAY,W2,4,1 2 3,1,LR,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.17170586039567,0.17156226815762768,0.0848020534341286,0.08502131816318366,0.07429175534664492,0.17156226815762768,0.18106345127495552,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS08,DAY,W2,4,1 2 3,1,LR,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.1776782381485629,0.17412913537711835,0.08522052239177724,0.0868546663995502,0.1016442602726485,0.17412913537711835,0.1764512090663504,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS08,DAY,W2,4,1 2 3,1,LR,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.17357222844344905,0.16661047565546486,0.07989650920623552,0.08259975884679051,0.062341787244856846,0.16661047565546486,0.17855966264742704,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS08,DAY,W2,4,1 2 3,1,LR,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.1862635311683464,0.17342805729506963,0.08859718280812245,0.09430025512469917,0.0675501350041052,0.17342805729506963,0.17249785860183173,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS08,DAY,W2,4,1 2 3,1,LR,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.1773049645390071,0.1776343974738094,0.0886351163205596,0.08862467692844091,0.1289923816641374,0.1776343974738094,0.1730908611715095,"{'C': 10.0, 'lr': 0.001, 'weight_decay': 0.1}",1
PEMS08,DAY,W2,4,1 2 3,1,MLP,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.18029115341545351,0.18041073296584434,0.10001467556640042,0.0993027708588731,0.08472714972052994,0.18041073296584434,0.17533109310140346,"{'hidden_layer_sizes': (150, 50), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS08,DAY,W2,4,1 2 3,1,MLP,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.17469204927211646,0.17099246508208318,0.08557751741214406,0.0872916878263556,0.07882209841475239,0.17099246508208318,0.17302497199710087,"{'hidden_layer_sizes': (150, 50), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS08,DAY,W2,4,1 2 3,1,MLP,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.17282568122433745,0.16823526014728915,0.08445440569129227,0.08684908504852516,0.06727272979912388,0.16823526014728915,0.1751334255781775,"{'hidden_layer_sizes': (150, 50), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS08,DAY,W2,4,1 2 3,1,MLP,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.1952220977976857,0.18382695794223491,0.10358432865668146,0.10911007612500412,0.10191230194260534,0.18382695794223491,0.1692033998813995,"{'hidden_layer_sizes': (150, 50), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS08,DAY,W2,4,1 2 3,1,MLP,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.1787980589772303,0.17896137579260998,0.08612193736804329,0.0861241773710275,0.07965180504617561,0.17896137579260998,0.17164129933451933,"{'hidden_layer_sizes': (150, 50), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS08,DAY,W2,4,1 2 3,1,XGB,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.23814856289660322,0.24050158468497865,0.21940400196972779,0.21817976301648914,0.23007900976965448,0.24050158468497865,0.2377940304407986,"{'n_estimators': 50, 'learning_rate': 0.1, 'max_depth': 6}",1
PEMS08,DAY,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.23665546845837998,0.2378045557458115,0.21203907000417624,0.2111137293989622,0.2193899640457015,0.2378045557458115,0.23522435263886146,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS08,DAY,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.25046659201194477,0.24484853162301062,0.2218394772023187,0.2254489388564316,0.249194585586172,0.24484853162301062,0.232522896488107,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS08,DAY,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.23926838372527062,0.23388504856323486,0.20987896943992584,0.2144542073862032,0.22074323374622942,0.23388504856323486,0.2320616722672465,"{'n_estimators': 50, 'learning_rate': 0.1, 'max_depth': 6}",1
PEMS08,DAY,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.24598730869727511,0.24414279227621302,0.2179850005450872,0.21938826302740552,0.22732520356702077,0.24414279227621302,0.24016604071950978,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS08,WEEK,W2,4,1 2 3,1,LR,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3318402388951101,0.25,0.12457959641255606,0.16536209213999603,0.08296005972377753,0.25,0.32094616854450814,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS08,WEEK,W2,4,1 2 3,1,LR,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3198954833893244,0.25,0.12118212669683258,0.15506245999131843,0.0799738708473311,0.25,0.3230546221255848,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS08,WEEK,W2,4,1 2 3,1,LR,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3146696528555431,0.25,0.1196763202725724,0.1506340246207966,0.07866741321388578,0.25,0.3239770705673058,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS08,WEEK,W2,4,1 2 3,1,LR,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3284807764091079,0.25,0.12363023321157628,0.16244061997191062,0.08212019410227697,0.25,0.32153917111418595,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS08,WEEK,W2,4,1 2 3,1,LR,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3135498320268757,0.25,0.11935208866155157,0.1496913094075451,0.07838745800671892,0.25,0.3241747380905317,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS08,WEEK,W2,4,1 2 3,1,MLP,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3318402388951101,0.25,0.12457959641255606,0.16536209213999603,0.08296005972377753,0.25,0.32094616854450814,"{'hidden_layer_sizes': (0, 0), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS08,WEEK,W2,4,1 2 3,1,MLP,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3198954833893244,0.25,0.12118212669683258,0.15506245999131843,0.0799738708473311,0.25,0.3230546221255848,"{'hidden_layer_sizes': (0, 0), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS08,WEEK,W2,4,1 2 3,1,MLP,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3146696528555431,0.25,0.1196763202725724,0.1506340246207966,0.07866741321388578,0.25,0.3239770705673058,"{'hidden_layer_sizes': (0, 0), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS08,WEEK,W2,4,1 2 3,1,MLP,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3284807764091079,0.25,0.12363023321157628,0.16244061997191062,0.08212019410227697,0.25,0.32153917111418595,"{'hidden_layer_sizes': (0, 0), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS08,WEEK,W2,4,1 2 3,1,MLP,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3135498320268757,0.25,0.11935208866155157,0.1496913094075451,0.07838745800671892,0.25,0.3241747380905317,"{'hidden_layer_sizes': (0, 0), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS08,WEEK,W2,4,1 2 3,1,XGB,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3236282194848824,0.24962543194339765,0.15400493358101827,0.19045772025565544,0.2508017751681173,0.24962543194339765,0.31462080780127827,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS08,WEEK,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3176558417319896,0.2554699539398027,0.1606773651172885,0.18951756530079056,0.2702923924527129,0.2554699539398027,0.3230546221255848,"{'n_estimators': 50, 'learning_rate': 0.1, 'max_depth': 6}",1
PEMS08,WEEK,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3131765584173199,0.2539089295672336,0.15160725331392794,0.17919899272690504,0.27843805690662077,0.2539089295672336,0.31949660670751795,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS08,WEEK,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3310936916759985,0.26031208914016474,0.16803636940205466,0.20157283443594093,0.3320912776867303,0.26031208914016474,0.31903538248665747,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS08,WEEK,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3098170959313177,0.25160490086140036,0.14692727146895926,0.17396809355725257,0.2453113923702159,0.25160490086140036,0.3192330500098834,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
