dataset,task,wavelet_type,largest_scale,layers,moments,model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,n_pca_mean
PEMS07,DAY,W2,4,1 2 3,1,LR,0.1795937647614549,0.0014605219493377692,0.18115739581119633,0.0023886687605112044,0.13043843670836278,0.004885056145973157,0.12941300762182556,0.004989750747612597,0.1928044480806653,0.08850440474016498,0.18115739581119633,0.0023886687605112044,2.0
PEMS07,DAY,W2,4,1 2 3,1,MLP,0.250543221539915,0.0042993142193605135,0.25098753064723145,0.0049337894190246015,0.23182535195745335,0.009546335220317117,0.23151847228462014,0.009293218990234239,0.25612464496774523,0.010905929064819525,0.25098753064723145,0.0049337894190246015,2.0
PEMS07,DAY,W2,4,1 2 3,1,SVC,0.1848370335380255,0.004668071527097004,0.18629239328968739,0.003177690018082412,0.13624949288074628,0.0042779733648750954,0.13551112788128616,0.005804926997169465,0.1701363391313983,0.0545926704892805,0.18629239328968739,0.003177690018082412,2.0
PEMS07,DAY,W2,4,1 2 3,1,XGB,0.2639111950873878,0.004984754259148952,0.263817924928078,0.005163773850667352,0.25729768408439263,0.005277399032999617,0.2573388803612865,0.005310272055888579,0.2659054735780755,0.005491305751744516,0.263817924928078,0.005163773850667352,2.0
PEMS07,HOUR,W2,4,1 2 3,1,LR,0.20944733112895605,0.003520319486799566,0.20933186629227168,0.003803692690001509,0.18036877544012261,0.004576222999350249,0.1810161749150732,0.004124043996685354,0.1813807604810071,0.0037707032347985606,0.20933186629227168,0.003803692690001509,2.0
PEMS07,HOUR,W2,4,1 2 3,1,MLP,0.27463391591875297,0.004110946192165246,0.27435526774955965,0.0038620956778134775,0.2448056955889956,0.007957176685263018,0.24553657294807904,0.00807151777027942,0.2581639978841754,0.002085036265506358,0.27435526774955965,0.0038620956778134775,2.0
PEMS07,HOUR,W2,4,1 2 3,1,SVC,0.19589041095890408,0.0031918839691121694,0.19712412987220812,0.00504663492925111,0.16666909314688796,0.005162572465080728,0.16706267209467304,0.004016248268416581,0.1755578259587157,0.013664805833858706,0.19712412987220812,0.00504663492925111,2.0
PEMS07,HOUR,W2,4,1 2 3,1,XGB,0.2797354747283892,0.008102979819532678,0.27933420836424083,0.006764003383876136,0.2662786074079063,0.008200268719824415,0.26673771562558934,0.009455544731767185,0.27308707846607366,0.007456845839998782,0.27933420836424083,0.006764003383876136,2.0
PEMS07,WEEK,W2,4,1 2 3,1,LR,0.30840812470477086,0.0038270437601377496,0.2707206643645725,0.003868443096935527,0.19634156509522596,0.00222611746594338,0.22413665064121488,0.002790535229302463,0.15562151569464677,0.0019585804260212614,0.2707206643645725,0.003868443096935527,2.0
PEMS07,WEEK,W2,4,1 2 3,1,MLP,0.3175720358998583,0.003824710907887986,0.2827135686139882,0.003020547770924683,0.22794172355867975,0.008179910637529394,0.251887412839276,0.007863445158949293,0.3064663112701977,0.011303780178420904,0.2827135686139882,0.003020547770924683,2.0
PEMS07,WEEK,W2,4,1 2 3,1,SVC,0.30415682569674074,0.006583373222554313,0.26737630137527785,0.0022450777530324266,0.18181667279281083,0.005840492965175129,0.20736943877037758,0.00795501244038812,0.16207765698985876,0.002117098322060655,0.26737630137527785,0.0022450777530324266,2.0
PEMS07,WEEK,W2,4,1 2 3,1,XGB,0.32763344355219653,0.008518852882028298,0.3000130183220816,0.007775707774178216,0.27075703543691326,0.00767307818356857,0.28896210162278224,0.007905175008371327,0.3075452350397642,0.017083692789504654,0.3000130183220816,0.007775707774178216,2.0
