dataset,task,wavelet_type,largest_scale,layers,moments,model,seed,pca_variance,epochs,batch_size,lr,lr_values,weight_decay,cv_folds,no_grid_search,device,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,best_cv_accuracy,best_params,n_pca
PEMS03,HOUR,W2,4,1 2 3,1,XGB,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.30264496439471006,0.29770918274776453,0.26404477623489075,0.26769034244171896,0.26453759421253137,0.29770918274776453,0.2888310038772378,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,HOUR,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2927263479145473,0.29447138058579575,0.26286616605135166,0.26262972077040425,0.2618905656747316,0.29447138058579575,0.29215292645762164,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,HOUR,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.29781281790437436,0.2983270894038131,0.2573602228507646,0.25767766857095964,0.24672804007455262,0.2983270894038131,0.2912100566970843,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,HOUR,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2965412004069176,0.2973828912412841,0.2575181616810304,0.25672497049073606,0.2588434394777129,0.2973828912412841,0.28936971837052633,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,HOUR,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.29247202441505593,0.29545148490111983,0.2590849634798644,0.2567769743524916,0.263582888101102,0.29545148490111983,0.2883822695942276,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,DAY,W2,4,1 2 3,1,LR,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.15488301119023398,0.1594051183862426,0.07476999210084971,0.07287505741626006,0.06036133328580746,0.1594051183862426,0.16618765686006912,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS03,DAY,W2,4,1 2 3,1,LR,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.16251271617497456,0.16426072403261172,0.07263118387027381,0.07160289858843842,0.04692490595874975,0.16426072403261172,0.16668180442846028,"{'C': 0.1, 'lr': 0.001, 'weight_decay': 10.0}",1
PEMS03,DAY,W2,4,1 2 3,1,LR,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.1655645981688708,0.16634908310408086,0.07660538981541538,0.07613933025971499,0.059388333717047326,0.16634908310408086,0.16825294571232266,"{'C': 0.1, 'lr': 0.001, 'weight_decay': 10.0}",1
PEMS03,DAY,W2,4,1 2 3,1,LR,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.16480162767039674,0.16436863416470926,0.07733780436345246,0.07732568696171578,0.05801423841217242,0.16436863416470926,0.16641209956947456,"{'C': 1.0, 'lr': 0.001, 'weight_decay': 1.0}",1
PEMS03,DAY,W2,4,1 2 3,1,LR,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.1564089521871821,0.15530736914412482,0.0897420057458257,0.08984106501230066,0.08709219764632561,0.15530736914412482,0.16946489160691514,"{'C': 0.1, 'lr': 0.001, 'weight_decay': 10.0}",1
PEMS03,DAY,W2,4,1 2 3,1,MLP,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.15869786368260427,0.16302474714305135,0.07309909048635846,0.07109555043052844,0.053839898296743134,0.16302474714305135,0.17108098067789243,"{'hidden_layer_sizes': (150, 50), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS03,DAY,W2,4,1 2 3,1,MLP,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.16531027466937945,0.16784519248217558,0.07932770615191861,0.07825188797480517,0.09035431806701764,0.16784519248217558,0.1688814409166326,"{'hidden_layer_sizes': (150, 50), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS03,DAY,W2,4,1 2 3,1,MLP,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.17065106815869788,0.1716119868740901,0.0827426390392766,0.08217348058165111,0.1250162890948618,0.1716119868740901,0.1725624319322138,"{'hidden_layer_sizes': (150, 50), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS03,DAY,W2,4,1 2 3,1,MLP,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.16861648016276704,0.16861120611139416,0.08060948202644617,0.08045750762516046,0.07814532838596573,0.16861120611139416,0.1720237295297893,"{'hidden_layer_sizes': (150, 50), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS03,DAY,W2,4,1 2 3,1,MLP,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.16454730417090538,0.16302134116950054,0.07931447601620907,0.079676366420651,0.08023759166692389,0.16302134116950054,0.17157498315591502,"{'hidden_layer_sizes': (150, 50), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS03,DAY,W2,4,1 2 3,1,XGB,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.22227873855544253,0.2199446148902533,0.1913396674693684,0.1919119032131627,0.2132646403973036,0.2199446148902533,0.2147604240628749,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,DAY,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.21464903357070192,0.21633981463930024,0.19477123020224635,0.19391268619728985,0.2039769550492569,0.21633981463930024,0.22005732278647264,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 6}",1
PEMS03,DAY,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.21286876907426247,0.21390801909702065,0.194881837816194,0.1943914919421158,0.20576543804002917,0.21390801909702065,0.21655577228429368,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 6}",1
PEMS03,DAY,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.21871820956256358,0.21992523355013158,0.1931104845196629,0.19256357894569504,0.20981378903393724,0.21992523355013158,0.21803722958404706,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,DAY,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2169379450661241,0.21688355956634187,0.1892602644679556,0.18890397201903694,0.20640774084720745,0.21688355956634187,0.21880033237785282,"{'n_estimators': 50, 'learning_rate': 0.1, 'max_depth': 6}",1
PEMS03,WEEK,W2,4,1 2 3,1,LR,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2998474059003052,0.25,0.11533946390138916,0.13833695619505373,0.0749618514750763,0.25,0.3090770348244089,"{'C': 0.1, 'lr': 0.001, 'weight_decay': 10.0}",1
PEMS03,WEEK,W2,4,1 2 3,1,LR,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2973041709053917,0.25,0.11458537541658499,0.1362668401444434,0.07432604272634792,0.25,0.30952595047037995,"{'C': 0.1, 'lr': 0.001, 'weight_decay': 10.0}",1
PEMS03,WEEK,W2,4,1 2 3,1,LR,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.30671414038657174,0.25,0.11736084079408332,0.14398491759681026,0.07667853509664294,0.25,0.30786496802117597,"{'C': 0.1, 'lr': 0.001, 'weight_decay': 10.0}",1
PEMS03,WEEK,W2,4,1 2 3,1,LR,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3268056968463886,0.25,0.1231550699635806,0.1609911138384548,0.08170142421159715,0.25,0.3043185543679305,"{'C': 0.1, 'lr': 0.001, 'weight_decay': 10.0}",1
PEMS03,WEEK,W2,4,1 2 3,1,LR,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3051881993896236,0.25,0.11691348402182385,0.1427224626919518,0.0762970498474059,0.25,0.3081343161996722,"{'C': 0.1, 'lr': 0.001, 'weight_decay': 10.0}",1
PEMS03,WEEK,W2,4,1 2 3,1,MLP,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2998474059003052,0.25,0.11533946390138916,0.13833695619505373,0.0749618514750763,0.25,0.3090770348244089,"{'hidden_layer_sizes': (0, 0), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS03,WEEK,W2,4,1 2 3,1,MLP,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2973041709053917,0.25,0.11458537541658499,0.1362668401444434,0.07432604272634792,0.25,0.30952595047037995,"{'hidden_layer_sizes': (0, 0), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS03,WEEK,W2,4,1 2 3,1,MLP,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.30671414038657174,0.25,0.11736084079408332,0.14398491759681026,0.07667853509664294,0.25,0.30786496802117597,"{'hidden_layer_sizes': (0, 0), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS03,WEEK,W2,4,1 2 3,1,MLP,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3268056968463886,0.25,0.1231550699635806,0.1609911138384548,0.08170142421159715,0.25,0.3043185543679305,"{'hidden_layer_sizes': (0, 0), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS03,WEEK,W2,4,1 2 3,1,MLP,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.3051881993896236,0.25,0.11691348402182385,0.1427224626919518,0.0762970498474059,0.25,0.3081343161996722,"{'hidden_layer_sizes': (0, 0), 'activation': 'relu', 'alpha': 0.01, 'lr': 0.001, 'weight_decay': 0.01}",1
PEMS03,WEEK,W2,4,1 2 3,1,XGB,42,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2990844354018311,0.2541554913319663,0.15100995959363417,0.17124157546275373,0.2523374252473731,0.2541554913319663,0.3042735158993351,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,WEEK,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.2980671414038657,0.25614676758034605,0.15954661274004237,0.1782666066640011,0.27996723581368554,0.25614676758034605,0.3069220982606385,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,WEEK,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.30340793489318413,0.25486139676217995,0.16568562530512487,0.18786990831351424,0.25516870876316183,0.25486139676217995,0.3049021864211738,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,WEEK,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.30747711088504576,0.24818351593358978,0.18275137813450038,0.21176742549852165,0.24811109888191585,0.24818351593358978,0.297854367356118,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
PEMS03,WEEK,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,None,0.0001,3,False,cuda,0.30391658189216686,0.2556214666138392,0.16325522514190205,0.18537277012993192,0.2659677968284609,0.2556214666138392,0.3022986062558735,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 6}",1
