dataset,task,wavelet_type,largest_scale,layers,moments,model,seed,pca_variance,epochs,batch_size,lr,weight_decay,device,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,n_pca
PEMS03,DAY,W2,4,1 2 3,1,LR,42,0.99,100,512,0.001,0.0001,cuda,0.15564598168870802,0.16035817804990726,0.07923999607595923,0.07701609286386887,0.06073560008444957,0.16035817804990726,1
PEMS03,DAY,W2,4,1 2 3,1,LR,43,0.99,100,512,0.001,0.0001,cuda,0.1617497456765005,0.16457839569072047,0.11074811022066942,0.10942212591970224,0.13784719462911862,0.16457839569072047,1
PEMS03,DAY,W2,4,1 2 3,1,LR,44,0.99,100,512,0.001,0.0001,cuda,0.16810783316378433,0.16906892877293617,0.13093306037101143,0.13073342753161446,0.12894153429747388,0.16906892877293617,1
PEMS03,DAY,W2,4,1 2 3,1,LR,45,0.99,100,512,0.001,0.0001,cuda,0.16963377416073244,0.16941944104995274,0.09528231385512258,0.09488176446537899,0.09115249709185215,0.16941944104995274,1
PEMS03,DAY,W2,4,1 2 3,1,LR,56,0.99,100,512,0.001,0.0001,cuda,0.15996948118006105,0.15878125868401405,0.10132147428023497,0.10156396516485373,0.10245783281548572,0.15878125868401405,1
PEMS03,DAY,W2,4,1 2 3,1,SVC,42,0.99,100,512,0.001,0.0001,cuda,0.1564089521871821,0.16117706001688248,0.07868306712726471,0.07647026195766925,0.06163703419260213,0.16117706001688248,1
PEMS03,DAY,W2,4,1 2 3,1,SVC,43,0.99,100,512,0.001,0.0001,cuda,0.16276703967446593,0.16472314857240544,0.08850341920278963,0.0873514099870438,0.09722882140501375,0.16472314857240544,1
PEMS03,DAY,W2,4,1 2 3,1,SVC,44,0.99,100,512,0.001,0.0001,cuda,0.1747202441505595,0.17640378530455872,0.11606177207993393,0.11468865576510895,0.09867190775118831,0.17640378530455872,1
PEMS03,DAY,W2,4,1 2 3,1,SVC,45,0.99,100,512,0.001,0.0001,cuda,0.16632756866734486,0.1663207528038451,0.0958245162525607,0.09527774133393187,0.09279551156137913,0.1663207528038451,1
PEMS03,DAY,W2,4,1 2 3,1,SVC,56,0.99,100,512,0.001,0.0001,cuda,0.1607324516785351,0.16139290809128434,0.10433930384817733,0.10391429690149663,0.08589739663753292,0.16139290809128434,1
PEMS03,DAY,W2,4,1 2 3,1,MLP,42,0.99,100,512,0.001,0.0001,cuda,0.20498474059003052,0.20421423333293393,0.1405331011194068,0.14117877635802384,0.12487107859860218,0.20421423333293393,1
PEMS03,DAY,W2,4,1 2 3,1,MLP,43,0.99,100,512,0.001,0.0001,cuda,0.20116988809766023,0.20562782592199055,0.13811031241530985,0.13638182973574237,0.12494931754421122,0.20562782592199055,1
PEMS03,DAY,W2,4,1 2 3,1,MLP,44,0.99,100,512,0.001,0.0001,cuda,0.1986266531027467,0.19717962079066836,0.1377195026508598,0.139681681000777,0.16395873685977344,0.19717962079066836,1
PEMS03,DAY,W2,4,1 2 3,1,MLP,45,0.99,100,512,0.001,0.0001,cuda,0.1996439471007121,0.20111508527142205,0.12148046860759701,0.12074260451872992,0.12609389495936818,0.20111508527142205,1
PEMS03,DAY,W2,4,1 2 3,1,MLP,56,0.99,100,512,0.001,0.0001,cuda,0.18769074262461852,0.18542134251704165,0.11075006475895356,0.11234405137912178,0.11204660310027427,0.18542134251704165,1
PEMS03,DAY,W2,4,1 2 3,1,XGB,42,0.99,100,512,0.001,0.0001,cuda,0.21439471007121058,0.2123649308497068,0.19159433216730165,0.19269768099572365,0.20333156079152062,0.2123649308497068,1
PEMS03,DAY,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,0.0001,cuda,0.2105798575788403,0.21285732752084513,0.1839069492046607,0.18286575167432967,0.19956130140364312,0.21285732752084513,1
PEMS03,DAY,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,0.0001,cuda,0.19811800610376398,0.1993567202236475,0.17679107435522062,0.17600502425062078,0.18568084095497,0.1993567202236475,1
PEMS03,DAY,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,0.0001,cuda,0.19989827060020346,0.2012197276764919,0.1797829028873272,0.17916309942468495,0.19138008399416107,0.2012197276764919,1
PEMS03,DAY,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,0.0001,cuda,0.19811800610376398,0.1979567590043771,0.1765875267932453,0.17628597233451654,0.18495010810664644,0.1979567590043771,1
PEMS03,WEEK,W2,4,1 2 3,1,LR,42,0.99,100,512,0.001,0.0001,cuda,0.2998474059003052,0.25,0.11533946390138916,0.13833695619505373,0.0749618514750763,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,LR,43,0.99,100,512,0.001,0.0001,cuda,0.2973041709053917,0.25,0.11458537541658499,0.1362668401444434,0.07432604272634792,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,LR,44,0.99,100,512,0.001,0.0001,cuda,0.30671414038657174,0.25,0.11736084079408332,0.14398491759681026,0.07667853509664294,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,LR,45,0.99,100,512,0.001,0.0001,cuda,0.3268056968463886,0.25,0.1231550699635806,0.1609911138384548,0.08170142421159715,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,LR,56,0.99,100,512,0.001,0.0001,cuda,0.3051881993896236,0.25,0.11691348402182385,0.1427224626919518,0.0762970498474059,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,SVC,42,0.99,100,512,0.001,0.0001,cuda,0.2998474059003052,0.25,0.11533946390138916,0.13833695619505373,0.0749618514750763,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,SVC,43,0.99,100,512,0.001,0.0001,cuda,0.2973041709053917,0.25,0.11458537541658499,0.1362668401444434,0.07432604272634792,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,SVC,44,0.99,100,512,0.001,0.0001,cuda,0.30671414038657174,0.25,0.11736084079408332,0.14398491759681026,0.07667853509664294,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,SVC,45,0.99,100,512,0.001,0.0001,cuda,0.3268056968463886,0.25,0.1231550699635806,0.1609911138384548,0.08170142421159715,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,SVC,56,0.99,100,512,0.001,0.0001,cuda,0.3051881993896236,0.25,0.11691348402182385,0.1427224626919518,0.0762970498474059,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,MLP,42,0.99,100,512,0.001,0.0001,cuda,0.2990844354018311,0.24948090501525616,0.1161889879530593,0.13907871912433473,0.11653911564625849,0.24948090501525616,1
PEMS03,WEEK,W2,4,1 2 3,1,MLP,43,0.99,100,512,0.001,0.0001,cuda,0.2973041709053917,0.25,0.11458537541658499,0.1362668401444434,0.07432604272634792,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,MLP,44,0.99,100,512,0.001,0.0001,cuda,0.30671414038657174,0.25,0.11736084079408332,0.14398491759681026,0.07667853509664294,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,MLP,45,0.99,100,512,0.001,0.0001,cuda,0.3268056968463886,0.25,0.1231550699635806,0.1609911138384548,0.08170142421159715,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,MLP,56,0.99,100,512,0.001,0.0001,cuda,0.3051881993896236,0.25,0.11691348402182385,0.1427224626919518,0.0762970498474059,0.25,1
PEMS03,WEEK,W2,4,1 2 3,1,XGB,42,0.99,100,512,0.001,0.0001,cuda,0.2970498474059003,0.2625953266683712,0.21067467822593883,0.2260844096597533,0.27686435043653446,0.2625953266683712,1
PEMS03,WEEK,W2,4,1 2 3,1,XGB,43,0.99,100,512,0.001,0.0001,cuda,0.3003560528992879,0.2644632020629711,0.199131430021605,0.21467083896516523,0.28743571191227096,0.2644632020629711,1
PEMS03,WEEK,W2,4,1 2 3,1,XGB,44,0.99,100,512,0.001,0.0001,cuda,0.301881993896236,0.26245517098848237,0.21095519458074646,0.22893662637876533,0.27359901124306774,0.26245517098848237,1
PEMS03,WEEK,W2,4,1 2 3,1,XGB,45,0.99,100,512,0.001,0.0001,cuda,0.3158697863682604,0.26374762304024085,0.2201822798357902,0.2450093600516733,0.28483668927006167,0.26374762304024085,1
PEMS03,WEEK,W2,4,1 2 3,1,XGB,56,0.99,100,512,0.001,0.0001,cuda,0.3013733468972533,0.2604454936863878,0.20081468957738466,0.21915862699834107,0.2869099551570565,0.2604454936863878,1
